PromptID,Hindi
PO120,"मैं बहुत खुश हूं कि मैंने 22 साल की भव्य वृद्धावस्था में जगह बना ली है और कभी भी नए साल की पूर्व संध्या अकेले नहीं बिताई है । मैं सिस्टिक फाइब्रोसिस से पीड़ित हूं इसलिए इस साल मैं इसे अकेले खर्च कर रहा हूं, यह पूरी तरह से तार्किक है और मैं पूरी तरह से समझता हूं कि क्यों, लेकिन मैं दुखी हूं । मुझे पता है कि मैं एक स्वादिष्ट बच्चे की तरह लग रहा हूं, लेकिन मैं वास्तव में उदास हूं कि जब हम नए साल की गिनती करेंगे तो मेरे पास नए साल को गले लगाने या चूमने के लिए कोई नहीं होगा । शायद मैं बिस्तर पर जा सकता हूं, आपको 2020 में चोदूं । भगवान आपको आशीर्वाद दे ।"
PO121,"हर कोई हमेशा चला जाता है । हर कोई हमेशा किसी और को ढूंढता है । अब मैं अकेला हूँ । बदतमीज और अकेला । कोई भी दोस्त नहीं । कोई भी परिवार नहीं है । बस ऐसा कभी नहीं है । यह कभी भी बेहतर नहीं होगा । यहाँ मैं अकेला हूँ । एक ऐसा वाक्य जो अनुचित तरीके से दिया गया था क्योंकि मैं शारीरिक रूप से विकृत हूँ और क्योंकि मैं मौजूद भी हूँ । संपादित करेंः कृपया मुझे इस तरह का कोई बयान न भेजें जैसे "" यह ठीक होगा "" या सिर्फ यह कहना कि "" बात करना चाहते हैं "", मेरे पास 20 या उससे अधिक लोग ऐसा करते हैं और अनुमान लगाएं कि वे अपने बारे में बेहतर महसूस करने के लिए ऐसा करते हैं और अधिकांश समय मेरे लिए जवाब भी नहीं देते हैं । वे भी चले जाते हैं ।"
PO122,मैं शायद ही कभी अकेला रहता हूँ लेकिन न्यूयॉर्क और क्रिसमस के बारे में कुछ खास है या शायद यह मेरी वर्तमान स्थिति है जो मेरे अकेलेपन को बढ़ा रही है । अकेले होटल में नए साल बिताना बहुत बुरा है ।
PO123,मेरा कोई दोस्त नहीं है और मैं पूरी रात अपने आप से बात करता रहता हूं । कल मुझे काम है फिर भी मैं सो नहीं सकता । मैंने किसी से पहली बार बाहर घूमने के लिए कहा और मुझे अस्वीकार कर दिया गया क्योंकि मैं सबसे रोमांचक व्यक्ति नहीं हूं । कोई भी ऐसा नहीं है जो मुझे वास्तव में पसंद करता है । लोग मेरे दोस्त बनना चाहते हैं क्योंकि उन्हें लगता है कि मैं एक लड़की हूं और जैसे ही उन्हें पता चलता है कि मैं उनसे फिर कभी नहीं सुनता. तब तक प्रतीक्षा करें जब तक कि वे यह न देखें कि मैं वास्तविक जीवन में कितनी बदसूरत हूं ।
PO124,"मैं आघात के कारण इसके लिए वास्तविक शब्द नहीं कहना चाहता हूं, लेकिन मुझे यकीन है कि आप अनुमान लगा सकते हैं कि मैं अपनी बचकानी भाषा में किस बारे में बात कर रहा हूं । मैं कोई लत न रखने की कोशिश कर रहा हूं, लेकिन मैं देखता हूं कि जब मैं सबसे अधिक उदास और अप्रसन्न महसूस करता हूं तो मुझे इन कार्यों की ओर मुड़ने का यह बहुत बड़ा आग्रह है । और कभी - कभी खुद को ऐसा न करने के लिए मना लेना मुश्किल होता है । आप इतना प्यार क्यों नहीं करना चाहते हैं । निश्चित रूप से मैं इतना प्यार महसूस करना चाहता हूं । इसका मुकाबला करने के लिए एक समान स्तर का तर्क नहीं है ।

मैं पोर्न को इस तथ्य के कारण नहीं देखता कि मैं जितना संभव हो सके उतना वास्तविक संबंध चाहता हूं । इसलिए मैं अपने दिमाग में एक बना लूंगा और मैं जवाब दूंगा । और ऐसा इसलिए है क्योंकि मैं वास्तव में. वास्तव में प्यार और देखभाल महसूस करना चाहता हूं. मैं किसी अन्य इंसान के लिए उस गहरे संबंध और जुनून को महसूस करना चाहता हूं. मैं चाहता हूं कि वे मेरे प्रति भी ऐसा ही महसूस करें । प्यार करना. प्यारा. पालन - पोषण. अभी मुझे लगता है कि यह गायब है. इसलिए मैं केवल एक ही चीज की ओर मुड़ता हूं जो मुझे मजबूत भावनाओं और प्यार की झूठी भावना और दूसरे द्वारा बहुत प्यार किया जा रहा है । मैं सलाह या कुछ भी नहीं ढूंढ रहा हूं । मैं बस बाहर जाना चाहता था. पढ़ने के लिए धन्यवाद । नए साल की बधाइयां ।"
PO125,ज्यादातर दिन... मैं ठीक हूँ... आज मैं इतना कुछ नहीं हूँ. मैं सब कुछ महत्वपूर्ण पैक करना चाहता हूँ और बस जाना चाहता हूँ. मैं नया शुरू करता हूँ. मैं एक लोगों को खुश करने वाला होने से थक गया हूँ. मैं इस साल के दौरान सीमाएँ निर्धारित करने के बारे में बेहतर हो गया हूँ. लेकिन यह भी बड़ा हो गया है कि क्या महत्वपूर्ण है और जो वास्तव में मेरे सर्वोत्तम हित के साथ है । मैं खुद और मैं इतनी मजबूत तिकड़ी बन गया हूँ लेकिन अभी भी कमजोर दिन हैं और आज उनमें से एक है । अगर आप इसे पढ़ते हैं तो मुझे बाहर निकलने देने के लिए धन्यवाद । मैं कुछ में ठीक हो जाऊंगा ।
PO126,"अरे यॉ. बस ऐसा लगा जैसे मैं एक दीवार से टकराता हूँ और बस एक बार के लिए अपने विचारों को बाहर रखना चाहता हूँ । मेरा किसी लड़की के साथ कभी भी वास्तविक संबंध नहीं था । मुझे नहीं लगता कि मैं वास्तव में अजीब हूँ । शायद मैं बहुत ही अजीब हूँ । शायद यह कोविड है या यही बहाना है जिसका मैंने उपयोग किया है । मैं बस अकेले रहने से थक गया हूँ । पिछले साल अपने दो सबसे अच्छे दोस्तों को शादी करते हुए देखना बहुत अच्छा था, लेकिन मुझे अकेलेपन का एक जबरदस्त एहसास दिया । मुझे लगा कि शायद मैं सिर्फ कामुक था इसलिए मैंने हाल ही में किसी के साथ जुड़ गया । वह बदसूरत नहीं थी या कुछ भी नहीं थी । सेक्स अच्छा था । लेकिन मुझे बिल्कुल कुछ भी महसूस नहीं हुआ । मुझे वास्तव में नहीं पता कि मुझे क्या करना चाहिए और मेरा भविष्य विशेष रूप से निराशाजनक लगता है कि वर्तमान में रोजगार कैसे प्रभावित हो रहा है । मैं वास्तव में किसी को यह कहने के बजाय बेहतर दोस्त बनाना चाहता हूँ कि आप मेरे लिए ऐसा कर सकते हैं ।"
PO127,"मैं कुछ समय से पोर्न की लत से जूझ रहा हूं, मानव बातचीत की कमी के कारण और यह इस समय मेरी मानसिक स्थिति को गड़बड़ कर रहा है । मैं छोड़ने की कोशिश करता हूं लेकिन इस समय यह मुश्किल है कि मैं किसी को नहीं बता सकता क्योंकि मुझे एक अधःपतन के रूप में देखा जाएगा इसलिए मैं अपनी समस्या को यहाँ प्रसारित करना चाहता था ।"
PO128,इस साल का अंत करना और हमेशा की तरह अगली शुरुआत करना । फिर भी कोई असली दोस्त या साथी नहीं है । मेरे ऑनलाइन दोस्त मुझे कई दिनों तक या बिल्कुल भी संदेश नहीं भेजते हैं इसलिए मैंने हाल ही में हार मान ली है । मैं बहुत अकेला महसूस कर रहा हूं । मैं निराश और उदास महसूस कर रहा हूं । मैं इस तरह महसूस करने से बस थक गया हूं । मुझे लगता है कि मैं धीरे - धीरे हार मान रहा हूं ।
PO129,मुझे वास्तव में दोस्तों की ज़रूरत है
PO130,"आखिरी बार मेरा एक करीबी दोस्त 4 साल पहले हुआ था । तब से मैं अकेला रहा हूं क्योंकि अब मैं देश में रहता हूं । मुझे दोस्तों और एक प्रेमिका की लालसा है, लेकिन मेरे पास वे चीजें नहीं हैं । लगभग हर रात मैं खुद को सोने के लिए रोता हूं । मैं आधी रात को सीने में दर्द और अपने पूरे शरीर में मांसपेशियों में दर्द के साथ जागता हूं । मैं सो नहीं सकता और सो नहीं सकता । मैं भाग्यशाली होता अगर मुझे 4 घंटे या उससे अधिक नींद आती है । मुझे हर समय सिरदर्द होता है और कभी - कभी मैं ध्यान केंद्रित नहीं कर सकता । मुझे मस्तिष्क मृत महसूस होता है । मुझे पता है कि यह अकेलेपन के कारण होता है क्योंकि हर बार जब मैं शहर से बाहर जाता हूं और मैं उनसे बात करने के लिए अजनबियों से संपर्क करता हूं - मेरा सिरदर्द और दर्द तुरंत दूर हो जाता है । मुझे पेट की ऐंठन भी होती है । मुझे अब यह डर नहीं होता कि मैं हर रात कैसे सो सकता । मुझे पता है कि मैं कैसे सो सकता हूं ।"
PO131,मैं इतना अकेला और कामुक हूँ कि मुझे हर दिन इस तरह महसूस करने से नफरत है
PO132,2017 के बाद से यह पहला साल है जब मैंने नया साल अकेले बिताया है । आम तौर पर मेरे घर पर मेरा सबसे अच्छा दोस्त होता है लेकिन इस साल हम ऐसा नहीं कर पा रहे थे । मैं लगभग 5 मिनट पहले तक लगभग पूरी तरह से भूल गया था कि आज नए साल की पूर्व संध्या थी । फिर मुझे इस साल हुई सभी मूर्खतापूर्ण मूर्खतापूर्ण बातें याद आईं । मैं इससे बीमार हूं । मैं अकेले रहने से बीमार हूं । मैं सिर्फ अपने दोस्तों को वापस चाहता हूं ।
PO133,हर साल मैं अपने दोस्तों को अपनी प्रेमिकाओं के साथ चुंबन करते और नए साल का जश्न मनाते हुए देखती हूं और मैं हमेशा एक कमरे के एक कोने में सिर्फ एक गिलास व्हिस्की के साथ खड़ी रहती हूं ।
PO134,मैंने अपने पूरे जीवन में अकेलेपन का सामना किया है । मूल का पता लगाना मुश्किल है । वैसे भी कल रात मुझे एहसास हुआ कि मुझे लगता है कि मुझे उस लड़की द्वारा भूत किया गया है जिसके साथ मैं यौन संबंध बना रही थी - मुझे नहीं पता कि उसने एक सप्ताह में पाठों का जवाब नहीं दिया है । वह अभी बचत करने के लिए ओवरटाइम काम कर रही है और यह भी चल रही है कि वैध हो सकता है । लेकिन मैं यह सोचकर डूबी हुई थी कि वह एक शब्द के बिना झुक गई है जो मेरे लिए एक बहुत बड़ा ट्रिगर है क्योंकि पिछले कई संबंधों ने ऐसा किया है । मैं ईमानदारी से मुझे सीधे तौर पर बताता हूं कि हम जारी नहीं रख रहे हैं । लेकिन फिर मैंने अपने रूममेट्स को सुबह 9 बजे के बीच देखा जब मैं रात 10 बजे तक जाग गया जब वे घर पहुंचे और मुझे आज किसी भी सोशल मीडिया / व्यक्तिगत संपर्क से एक भी संदेश या इंस्टा संदेश या कॉल नहीं मिला ।
PO135,"18 हफ्ते पहले मैंने अपने सभी सोशल मीडिया को हटा दिया, मुझे महत्वहीन महसूस करने से नफरत थी । इसे फिर से डाउनलोड किया । मुझे यकीन नहीं था कि मैं क्या उम्मीद कर रहा था । यह कल रात ईसा पूर्व का एक आवेगपूर्ण निर्णय था, मुझे लगा कि मुझे अपने प्रेमी को जल्द ही स्कूल वापस जाना चाहिए, शायद मुझे उन चीजों पर ध्यान देना चाहिए जो वह उपयोग करता है ताकि उसके पास मुझे और अधिक संदेश भेजने का कारण हो । गलत । यह एक बड़ी बात नहीं होनी चाहिए, लेकिन उसने मुझे खुले में छोड़ दिया और फिर मैंने पूछा कि क्या वह आज रात फेसटाइम करना चाहता है, लेकिन उसने कहा कि वह शायद बाद में जल गया है । अपनी कहानी पर एक बात आंशिक रूप से यह देखने के लिए पोस्ट की कि क्या कोई मेरी उपस्थिति को देखेगा । आई. डी. के. मैं खुद से कहता हूं कि मुझे दूसरों का ध्यान देने की आवश्यकता नहीं है, लेकिन गुप्त रूप से मैं इसे ढूंढता हूं । मैं इस बिंदु पर पूरी तरह से अकेला रहना चाहता हूं और अन्य लोगों के बारे में चिंता करने की आवश्यकता नहीं है या हम यहाँ वैनलाइफ हैशटैग कहते हैं ।"
PO136,"आदमी मैं दोस्तहीन हूँ । मेरी प्रेमिका है लेकिन मैं बहुत अकेला महसूस कर रहा हूँ । मैं अभी अपनी प्रेमिका के घर पर हूँ । वह परिचित होने के लिए आमंत्रित करती थी और वह भी यहाँ है । मैं उसके साथ दोस्ती करता था लेकिन वह मुझसे थक गई थी और हम चले गए । इसलिए अब वह सिर्फ एक परिचित है जिससे मैं केवल उस समय बात करता हूँ जब मेरी प्रेमिका हम दोनों को आमंत्रित करती है । लेकिन वैसे भी यह समस्या नहीं है । वह बस अपने फोन पर बात करती रहती है और अन्य लोगों से बात करती रहती है । जो ठीक है । हम सब सिर्फ अपना काम कर रहे हैं । लेकिन भगवान मुझे ईर्ष्या हो रही है । वह एक बजिलियन दोस्तों की तरह है । मैं बहुत अकेला महसूस करता हूँ । वह आवाज भी है कि उनमें से 4 को सिर्फ नमस्ते कहने के लिए बुलाया जाता है । हर कोई मेरे साथ दोस्त रहा है और मुझसे थक गया है या मुझे बाहर कर दिया गया है । मैं दुखी हूं ।

मुझे इस अलग - थलग भावना से नफरत है । काश मैं अभी रो पाता, लेकिन उनके साथ रहते हुए मैं ऐसा नहीं करना चाहता । साथ ही मुझे नहीं पता कि मैं रो भी सकता था या नहीं । मैं बस इतना चाहता हूं कि लोगों से मिलने और उन्हें जानने के लिए बहुत अधिक प्रयास किए बिना मेरे पास दोस्तों का एक अच्छा समूह हो । अंत में हर कोई मुझे वैसे भी पसंद नहीं करता ।"
PO137,"नमस्ते सभी, मैं कनाडा में रहने वाला 28 मीटर का हूँ । यह साल का एक कठिन समय रहा है । मुझे कभी - कभी अवसाद होता था लेकिन इतना बुरा नहीं । मेरे पास हमेशा अपने अवसाद, उदासी, अकेलेपन के साथ व्यायाम या शारीरिक गतिविधियों जैसे कायाकिंग, बाइकिंग स्कीइंग या नई चीजों के साथ काम करने का एक तरीका था जो मुझे पसंद हैं । सर्दियों के साथ और कोविड प्रतिबंधों के साथ शायद ही कुछ करना है । मुझे लगता है कि मैं अकेलेपन के रसातल में गहराई से घसीटा गया हूं । मेरे सभी दोस्त नौकरी के लिए अलग - अलग प्रांतों में चले गए, मैं सरकारी शहर में फंस गया हूं क्योंकि मैंने अपना करियर शुरू किया है । मैं कभी - कभी कुछ नकली दोस्तों के साथ घूमता हूं, लेकिन वे एक महिला के लिए कुछ भी करते हैं, एक पुरुष के लिए नहीं । मुझे हमेशा महिला दोस्त बनाने में कठिनाई होती थी, क्योंकि वे सीधे नहीं होते हैं और कुछ सोचते हैं कि हर लड़का उनके साथ सोना चाहता है ।

इन सबके अलावा मैं एक अप्रवासी हूं, मैं कनाडाई लोगों के सूक्ष्म नस्लवाद और मेरे जैसे देश से आने वाले लोगों से अलगाव के बीच फंस गया हूं । मुझे लगता है कि मैं कहीं से भी संबंधित नहीं हूं । मुझे अपनी जनजाति नहीं मिलती है । मैं अपने जैसे अन्य लोगों से सुनना चाहता हूं कि वे इस शून्य की भावना से कैसे निपटते हैं ।"
PO138,"मुझे बाहर निकलने और थोड़ी सी सलाह लेने की आवश्यकता थी जो मुझे नहीं पता कि यह यहाँ से संबंधित है । कृपया हटा दें अगर ऐसा नहीं है । मुझे बस इस बारे में किसी से बात करनी थी । मैं 27 एफ पैनसेक्सुअल हूं । मैं लड़कों के साथ रहा हूं और मैं लड़कियों के साथ रहा हूं । कुछ अच्छे लोग रहे हैं और बहुत सारे लोग हैं । इस साल नरक से मैं अच्छा कर रहा था । एक या दो आकस्मिक संबंध रहे हैं । लेकिन मैं खुद से बहुत संतुष्ट था । इस साल मैंने एक व्यवस्थित शादी में नहीं जाने का फैसला किया ( यह आम बात है जहाँ मैं रहता हूँ और मेरा मन बना लिया कि मुझे बच्चे नहीं चाहिए ) । खाना पकाने के बीच नई चीजें सीखना और लाखों वीडियो कॉल करना बाकी सभी की तरह मैं ठीक था । फिर एक लड़का आया ।

मैं उन्हें कुछ समय के लिए जानता था और फिर एक कार्य यात्रा ने सब कुछ बदल दिया । मैं उनकी ओर इस हद तक आकर्षित हुआ कि मुझे फिर से किशोरावस्था में महसूस हुआ । उनके बारे में कुछ ऐसा था जो सरल था । वह एक सरल व्यक्ति था जो जीवन के बारे में एक ही दृष्टिकोण साझा करता था । वह सड़क पर अपने रास्ते को जानने के लिए काफी चतुर था । वह एक अच्छा दोस्त था । एक तरह से मीम दोस्त था । हम छोटे बच्चों की तरह एक - दूसरे के खराब दृश्यों पर हंस सकते थे । मैं उनके आसपास अधिक प्रामाणिक महसूस करता था । जब हम सिर्फ दोस्त थे तो वह हमेशा मुझे पहले संदेश भेजते थे । हम जीवन में अपने अंतिम लक्ष्यों के बारे में बात करते थे और हमारे पास बहुत सारी चीजें समान हैं ( जैसे. बच्चे नहीं चाहते थे । लंबे समय के बाद मुझे किसी के लिए कुछ वास्तविक महसूस हुआ और मैं उसके लिए पूरी तरह से गिर गया । कई उदाहरण थे जब वह एक ही तरह से महसूस कर सकता था । तो मैंने उसे दो महीनों के लिए कैसे देखा और आखिरकार मुझे बताया कि मुझे कैसे लगता था कि वह एक ही तरह से चला गया ।

वह आश्चर्यचकित हो गया और मुझसे कहा कि उसने मुझे इस तरह से नहीं देखा है । लेकिन उसने मुझे बताया कि वह कुछ समय लेना चाहता है । मैं शुरू में चाँद पर था । लेकिन चीजें बहुत बदल गईं । वह बहुत ठंडा हो गया । वह पहले टेक्स्ट नहीं करता था । मीम भेजना बंद कर देता था । जब मैंने कन्वो बनाने की कोशिश की तो सामान्य जवाब देता था । यह एक समय में एक शब्द का जवाब एक ही पत्र के लिए बन गया । इस बार मैंने उससे पूछा कि क्या वह इसमें नहीं है - बस इसे थूकना चाहिए । मैं इस आधे गधे वाली चीज़ के लिए तैयार नहीं हूं । बस दोस्त होने के नाते ठीक होगा । उसने फिर से आश्वासन दिया कि वह मिलना चाहता है और इसे एक शॉट देना चाहता है । हालांकि पिछले एक महीने में मैंने उससे कुछ बार पूछा तो उसका जवाब हमेशा अस्पष्ट था जैसा कि "" लेट "" देखते हैं ।

जब मैंने बताया कि वह संवाद करने में बहुत बुरा है तो उसने कहा कि वह कैसा है ( वह नहीं है कि हम पूरे दिन दोस्तों के रूप में संदेश भेजते थे ) और उसे खेद है कि मुझे बुरा लग रहा है ( क्या भी नहीं. कुछ भी नहीं बदला । उस समय से मुझे पता था कि यह कभी भी कहीं नहीं जाने वाला है । तब से मैं उसके साथ उस अलगाव के साथ व्यवहार कर रहा हूं जो वह मुझे पिछले एक महीने से दिखा रहा है । वह मेरे पाठों का जवाब दे रहा है जो मुझे जवाब देने में सही समय लग रहा है । अगर यह मुझसे 10 मिनट की दूरी पर है तो मुझे लगता है कि इन सब से थक गया हूं. वह अपना मन नहीं बना पाएगा और ना कहता है. मैं वास्तव में अभी एक अस्वीकृति का उपयोग कर सकता हूं. बस मुझे बताएं कि आप मुझ में नहीं हैं और मैं ऐसा कर लूंगा. अगर उसने पहले ऐसा नहीं किया होता तो मैं अपने दोस्त के दिमाग में कुछ भी खो देता । लेकिन अब मैं अपनी दोस्ती को अधिक महत्व देता हूं ।

किसी ने मुझे वास्तव में एक अच्छी रिश्ते की सलाह दी जो अच्छे आदमी के लिए नहीं जाती है और वास्तविक अच्छे लोगों की तलाश करती है । दोनों के बीच का अंतर जान लें । मैं अतीत से सीखना चाहता हूं और 2021 में किसी अच्छे व्यक्ति से मिलना चाहता हूं । बिना किसी नाटक के एक बदलाव के लिए एक सरल संबंध । मेरे दोस्त की सलाह एक आंख खोलने वाली के रूप में आई । शायद वह एक अच्छा आदमी था और एक अच्छा आदमी नहीं था । शायद मैं उसके बारे में अपने विचार को पेश कर रहा था । इन सब ने मुझे सब कुछ सवाल कर दिया है । शायद मुझे जो वास्तविक विनम्रता लगी वह केवल कार्यस्थल की सामरिक विनम्रता थी । क्योंकि जब शक्ति की संरचना बदल गई तो जैसा कि मैंने स्वीकार किया कि वह अच्छे आदमी से इतने अच्छे आदमी में नहीं गया । अगले साल मैं बेहतर विकल्प चुनना चाहता हूं और किसी भी चीज में कूदना नहीं चाहता । मुझे अच्छे लोगों और अच्छे लोगों के बीच का अंतर सीखने की उम्मीद है और एक दिन मुझे कोई ऐसा व्यक्ति मिलेगा जो मुझे उनकी कंपनी को समय देगा और मेरी कंपनी को संजोए रखेगा ।

अभी लंबे समय के बाद मैं अपने अकेलेपन से अवगत हूँ और यह एक अच्छी भावना नहीं है । मेरे सभी दोस्त रिश्ते में हैं और उनमें से कुछ ने एक साथ रहना भी शुरू कर दिया है । इस बार अपने दोस्तों के पास जाने पर मुझे दर्द से पता था कि मैं तीसरा पहिया हूँ और मेरा जीवन बहुत अकेला होने वाला है । मुझे उम्मीद है कि मैं अपनी लय वापस पा लूंगा और अवसाद में नहीं उतरूंगा । मुझे लगता है कि मैंने यह पोस्ट इसलिए की है क्योंकि मुझे इसे अपने सीने से निकालना था । मैंने कुछ समय के लिए खुद को बहुत मूर्खतापूर्ण महसूस किया । भावनाओं को पकड़ने के लिए और इस आदमी के सामने अपनी भावनाओं को स्वीकार नहीं करने के बारे में अपने करीबी दोस्तों की बात नहीं सुनने के लिए खुद को दोषी ठहराया । मुझे कई बिंदुओं पर बहुत अजीब लगा क्योंकि ऐसे समय थे जब मैं उदास था और उसने मेरे लिए वहाँ रहने की पेशकश की थी । मुझे यह बताते हुए कि इन चीजों के बारे में उससे बात करना ठीक है । और फिर वही आदमी वहाँ ठंडा हो गया और जवाब देने की कोशिश की ।

यह आदमी जो हमारी पसंदीदा फिल्मों और सामान के बारे में सुबह 2 बजे तक बात करता था और मुझे बताता था कि वह अभी भी आगे बढ़ सकता है जब मैं कहता था कि हमें थोड़ी नींद आनी चाहिए । अब जब मैं एक फिल्म देख रहा था तो वह मुझे महीनों से देखने के लिए कह रहा था । उसका जवाब था "" एक ही पत्र । और मुझे लगा कि मैं इस आदमी के लिए भावनाओं को पकड़ने के लिए पागल हो रहा था, जबकि वह वास्तव में मुझे कभी भी मूल स्तर पर पसंद नहीं करता था । मुझे लगता है कि मैं फिर से सामान्य होने के बारे में सलाह ले रहा हूं । इस जीवन को अकेले जीवन के रूप में नहीं देख रहा हूं जहां मैं काम के बाद एक खाली अपार्टमेंट में वापस आ जाऊंगा । अभी जीवन - यह लंबा और मुश्किल लग रहा है । लंबी पोस्ट के लिए क्षमा करें ।"
PO139,"अकेलेपन के साथ संघर्ष करने के कारण मुझे पहले भी ऐसा लगता था कि मुझे अपने आस - पास किसी की आवश्यकता है । और अब क्रिसमस की छुट्टियों में मेरे हर समय दोस्त रहे हैं और कुछ तो सो भी चुके हैं । सोमवार को स्कूल शुरू करना और यह भी मुश्किल होने वाला है कि जो लड़की मुझे खुश करती है वह उस दिन छोड़ देती है । वह देश के दूसरी तरफ रहती है इसलिए मैं उसे गर्मियों तक नहीं देख पाऊंगी । जब हम एक साथ आराम करते हैं तो वह थोड़े समय के लिए सब कुछ अच्छा महसूस कराती है । लेकिन जैसे ही वह या मेरे दोस्त सोने के लिए जाते हैं तो मैं चीजों के बारे में सोचने लगता हूं और अकेला महसूस करने लगता हूं । भाड़ में जाओ, मुझे अपने जीवन से नफरत है ।"
PO140,"अकेलेपन ने मेरा जीवन बर्बाद कर दिया । जिन महिलाओं से मैं वास्तव में प्यार करती थी और उनकी देखभाल करती थी, उन सभी महिलाओं ने कभी भी वह प्यार वापस नहीं किया । मैं किसी ऐसे व्यक्ति के लिए बस गई जो ठीक नहीं था । और तब से यह विषाक्त है । मैं 45 साल की थी और तलाक के लिए आवेदन करने वाली थी । कोई दोस्त किसी को खोजने का कोई यथार्थवादी मौका नहीं है । किसी भी बात का क्या मतलब है । मेरे आसपास के लोगों को प्यार और स्वीकृति कैसे मिलती है, मैं इतना बेताब हूं । मैं खुश रहना चाहती हूं । मैं दुखद और निराशाजनक लोगों के बजाय अद्भुत यादें रखना चाहती हूं ।"
PO141,"मैं एक 19 वर्षीय महिला हूं और मैं कभी भी एक रिश्ते में नहीं रही हूं, लेकिन इसने मुझे तब तक वास्तव में कभी परेशान नहीं किया जब तक कि महामारी नहीं आई और हम सभी पूरे दिन अंदर फंस गए हैं । मूल रूप से मैं हमेशा किसी को कुचलती हूं, चाहे वह एक सहपाठी हो या एक सेलिब्रिटी । मेरा हर क्रश एक ऐसे लड़के के साथ है जिससे मैंने कभी बात नहीं की है, इसलिए मैं केवल उसके विचार से जुनूनी हूं, बजाय इसके कि वह वास्तव में कौन है । मुझे पता है कि मैं अभी भी भावनात्मक रूप से एक रिश्ते के लिए तैयार नहीं हूं, लेकिन मैं अभी भी किसी के साथ रहने के बारे में कल्पना करना पसंद करती हूं । हाल ही में मैं इस 90 के दशक के सिटकॉम को देख रही हूं और यह अभिनेता था जो फिल्मांकन के समय मेरी उम्र के आसपास था जिसे मैंने बहुत अच्छा लग रहा था । मैंने कुछ घंटे गूगल लेखों और साक्षात्कारों को पढ़ने में बिताए और पाया कि वह अपने चरित्र के बारे में गहराई से करता है ।

अब पिछले एक सप्ताह से मैं केवल उसके साथ रहने की कल्पना कर सकता हूं जो कि बहुत हास्यास्पद है क्योंकि वह अब अपने 40 के दशक में है और मैं उससे मिलने और उसके साथ संबंध बनाने का कोई तरीका भी नहीं है । लेकिन मैं केवल यह कल्पना कर सकता हूं कि उसके युवा दिनों में और मैं उसकी प्रेमिका हूं । मुझे नहीं पता कि इस जादू से कैसे बाहर निकलें । अगर मेरे और दोस्त होते तो यह मुझे इतना भी परेशान नहीं करता कि मैं अविवाहित हूं । हालांकि मेरे केवल दो दोस्त हैं जो थोड़े समस्याग्रस्त हैं । उनमें से एक विषाक्त है और दूसरा अधिक अच्छा है लेकिन हमारा रिश्ता बहुत सतह - स्तर का है और हम जुड़ नहीं सकते हैं । मूल रूप से आप कह सकते हैं कि मेरा वास्तव में कोई दोस्त नहीं है । कोई भी दोस्त बनाना बहुत मुश्किल है क्योंकि मैं विश्वविद्यालय में महामारी के कारण ऐसा करने में कामयाब रहा हूं ।"
